index,Company,TypeName,inches,screensize,resolution_width,resolution_height,ppi,touchscreen,ips_panel,cpu_brand,cpu_core,cpu_speed,ram,primary_storage_size,primary_storage_type,secondary_storage_size,secondary_storage_type,gpu_brand,OpSys,weight,price,screen_type
953,Asus,2 in 1 Convertible,12.5,small,1920,1080,176,0,0,Intel,Core M,1.2,8,64,Flash,0,None,Intel,other,1.2,61752,FHD
954,Lenovo,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i7,2.6,8,256,SSD,0,None,Intel,windows,1.7,79333,FHD
955,Dell,Gaming,17.3,large,3840,2160,255,0,1,Intel,Core i7,2.8,16,512,SSD,1024,HDD,Nvidia,windows,4.4,168045,UHD
956,Dell,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i5,1.2,8,256,SSD,0,None,Intel,windows,1.2,101179,FHD
957,HP,2 in 1 Convertible,11.6,small,1366,768,135,1,0,Intel,Pentium Quad,1.1,4,256,SSD,0,None,Intel,windows,1.5,41292,HD
958,Dell,Ultrabook,13.3,small,3200,1800,276,0,0,Intel,Core i7,2.5,8,256,SSD,0,None,Intel,windows,1.3,67559,UHD
959,Acer,2 in 1 Convertible,11.6,small,1366,768,135,1,1,Intel,Celeron Dual,1.6,4,32,Flash,0,None,Intel,other,1.3,20726,HD
960,Toshiba,Notebook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.4,8,256,SSD,0,None,Intel,windows,1.2,81785,FHD
961,Lenovo,Ultrabook,12.5,small,1920,1080,176,0,1,Intel,Core i5,2.6,8,256,SSD,0,None,Intel,windows,1.4,93773,FHD
962,Acer,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,12,128,SSD,1024,HDD,Nvidia,windows,2.4,53760,FHD
963,Toshiba,Ultrabook,12.5,small,1920,1080,176,1,0,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,1.1,95371,FHD
964,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Nvidia,windows,2,45102,HD
965,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,1024,HDD,0,None,AMD,linux,2.3,24808,HD
966,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,Intel,windows,1.9,43956,HD
967,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2.4,4,500,HDD,0,None,Intel,windows,2,36497,FHD
968,Dell,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,32,256,SSD,1024,HDD,Nvidia,windows,4.4,167779,FHD
969,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,6,256,SSD,0,None,Nvidia,windows,2.4,37030,FHD
970,Dell,2 in 1 Convertible,13.3,small,3200,1800,276,1,0,Intel,Core i7,1.3,16,512,SSD,0,None,Intel,windows,1.2,101179,UHD
971,Dell,Ultrabook,14,medium,2560,1440,210,1,0,Intel,Core i7,2.6,8,256,SSD,0,None,Intel,windows,1.5,104588,QHD
972,Dell,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.6,32,256,SSD,1024,HDD,Nvidia,windows,4.4,149184,FHD
973,Toshiba,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,2,62870,FHD
974,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.7,109219,FHD
975,HP,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.7,8,128,SSD,1024,HDD,Nvidia,windows,2,52161,FHD
976,Lenovo,Notebook,14,medium,1366,768,112,0,0,Intel,Core i5,2.3,4,508,Hybrid,0,None,Intel,windows,1.7,53387,HD
977,Asus,2 in 1 Convertible,15.6,medium,3840,2160,282,1,0,Intel,Core i7,2.7,16,512,SSD,2048,HDD,Nvidia,windows,2.3,95851,UHD
979,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,3,93187,FHD
980,Dell,2 in 1 Convertible,15.6,medium,1920,1080,141,1,1,Intel,Core i7,2.7,12,512,SSD,0,None,Intel,windows,2.2,69211,FHD
981,Toshiba,Notebook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.3,4,128,SSD,0,None,Intel,windows,1.2,63670,FHD
982,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,AMD,A12-Series 9720P,3.6,6,256,SSD,0,None,AMD,windows,2.2,29251,FHD
983,Fujitsu,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.3,4,256,SSD,0,None,Intel,windows,2.3,34579,HD
984,Toshiba,Notebook,14,medium,1366,768,112,0,0,Intel,Core i5,2.3,4,500,HDD,0,None,Intel,windows,1.8,48751,HD
985,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,AMD,windows,2.3,31915,HD
986,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Intel,windows,2,42944,FHD
987,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.5,63350,FHD
988,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i7,2.7,8,1024,HDD,0,None,AMD,windows,2.4,39907,HD
989,Dell,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,8,128,SSD,0,None,Intel,windows,1.6,59620,FHD
990,HP,Netbook,12.5,small,1920,1080,176,0,0,Intel,Core M,1.2,8,512,SSD,0,None,Intel,windows,1,101658,FHD
991,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,128,SSD,1024,HDD,AMD,windows,2.1,26587,FHD
992,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.1,4,128,SSD,0,None,Intel,no os,1.9,14419,HD
993,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,2.3,71875,FHD
995,Asus,Notebook,13.3,small,3200,1800,276,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.4,61272,UHD
996,HP,Ultrabook,13.3,small,1920,1080,166,1,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.1,71875,FHD
997,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Pentium Quad,1.1,4,500,HDD,0,None,Intel,windows,2.4,20246,HD
998,Asus,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.5,95851,FHD
999,HP,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,1.5,111302,FHD
1000,Acer,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.7,67133,FHD
1001,HP,Notebook,13.3,small,1920,1080,166,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.3,63350,FHD
1002,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2.4,4,128,SSD,0,None,Intel,windows,2.2,29144,HD
1003,HP,Notebook,14,medium,1366,768,112,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,Intel,windows,1.6,41505,HD
1004,Toshiba,Notebook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.3,4,128,SSD,0,None,Intel,windows,1.2,63670,FHD
1005,HP,Notebook,14,medium,1366,768,112,0,0,Intel,Core i5,2.4,4,256,SSD,0,None,Intel,windows,1.5,58608,HD
1006,HP,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,4,256,SSD,0,None,Intel,windows,2,64202,FHD
1007,HP,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.6,8,256,SSD,0,None,Intel,windows,1.4,77203,FHD
1008,HP,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,1.6,55905,FHD
1009,HP,Notebook,14,medium,1366,768,112,0,0,Intel,Core i3,2.4,4,500,HDD,0,None,Intel,windows,1.6,36444,HD
1010,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,1024,Hybrid,0,None,Nvidia,windows,2.7,50563,FHD
1011,HP,Ultrabook,12.5,small,1920,1080,176,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,Intel,windows,1.3,81998,FHD
1012,HP,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,4,256,SSD,0,None,Intel,windows,1.5,84715,FHD
1013,HP,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.5,8,256,SSD,0,None,Intel,windows,1.5,100551,FHD
1014,HP,Notebook,13.3,small,1366,768,118,0,0,Intel,Core i3,2.4,4,500,HDD,0,None,Intel,windows,1.5,42624,HD
1015,Toshiba,Notebook,13.3,small,1366,768,118,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,1.5,64469,HD
1016,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2.4,4,256,SSD,0,None,Intel,windows,2,41025,HD
1017,Lenovo,Notebook,17.3,large,3840,2160,255,0,1,Intel,Core i7,2.7,16,512,SSD,0,None,Nvidia,windows,2.4,158135,UHD
1018,Toshiba,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,1.5,79387,FHD
1019,HP,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.5,8,256,SSD,0,None,Intel,windows,1.4,118761,FHD
1020,Dell,2 in 1 Convertible,15.6,medium,1920,1080,141,1,1,Intel,Core i3,2.3,4,1024,HDD,0,None,Intel,windows,2.1,42410,FHD
1021,Toshiba,Ultrabook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,1.2,84715,FHD
1022,HP,Notebook,13.3,small,1920,1080,166,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.1,61219,FHD
1023,HP,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,Nvidia,windows,1.6,63160,FHD
1024,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.4,8,500,HDD,0,None,Intel,windows,2.1,55754,FHD
1025,HP,Ultrabook,12.5,small,1366,768,125,0,0,Intel,Core i5,2.5,4,256,SSD,0,None,Intel,windows,1.3,83064,HD
1026,HP,Notebook,14,medium,1366,768,112,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,Intel,windows,2.3,63350,HD
1027,HP,Notebook,14,medium,1366,768,112,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,Intel,windows,2,56477,HD
1028,Dell,Ultrabook,13.3,small,3200,1800,276,1,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.3,86527,UHD
